"","date","aptone","ap","ga","tone","fin_return"
"1970-02-09 01:00:00",2016-03-01 18:30:00,0.00222388005899536,0.00281524653742865,0.0027374475370537,0.833333333333333,-0.000475557155515064
"1970-02-10 01:00:00",2016-03-01 18:45:00,0.0022085287858106,0.00277240550922231,0.00272444620396451,0,0.00263275502765235
"1970-02-11 01:00:00",2016-03-01 19:30:00,0.00217760253077331,0.00274759316567494,0.00272256821671594,-0.439661906381024,-0.000537611112016394
"1970-02-12 01:00:00",2016-03-01 19:45:00,0.00214724410480059,0.00270872918417445,0.00270983102721873,-0.853584830525285,-0.000208185146741706
"1970-02-13 01:00:00",2016-03-02 13:45:00,0.00211163474496857,0.00267017471496119,0.00269658210183809,-0.819672131147541,0.0092036341350019
"1970-02-14 01:00:00",2016-03-02 14:00:00,0.00209789533312575,0.00324489650085905,0.00283173314968812,0.35200812626973,-0.000135822962713809
"1970-02-15 01:00:00",2016-03-02 15:15:00,0.00214247761991236,0.00318035707782929,0.00281744567425416,3.18906605922551,0.0011162241484243
"1970-02-16 01:00:00",2016-03-02 15:30:00,0.00225501888145544,0.00311878795639781,0.00280492673402527,7.04876937362781,-0.00288857338787261
"1970-02-17 01:00:00",2016-03-02 15:45:00,0.00229366063651592,0.00312589212710289,0.00280659113702349,0.0687285223367695,-0.00447670007999766
"1970-02-18 01:00:00",2016-03-02 16:00:00,0.00243853648039078,0.0032528875200547,0.00282890533176021,3.57142857142857,-0.0053652016498981
"1970-02-19 01:00:00",2016-03-02 16:15:00,0.002550110013903,0.00345994410826494,0.00286591057853291,0.589970501474926,0.00102664947201024
"1970-02-20 01:00:00",2016-03-02 16:30:00,0.00254643636336631,0.00338618417641508,0.00285277685444892,1.23456790123457,-0.00194979345222106
"1970-02-21 01:00:00",2016-03-02 16:45:00,0.00257457626607292,0.00333601305528856,0.00284553358188351,1.03703703703704,0.00406241646081134
"1970-02-22 01:00:00",2016-03-02 17:15:00,0.00257656611436452,0.00331440549171974,0.00285838741660637,1.5460729746444,0.000788284914845515
"1970-02-23 01:00:00",2016-03-02 18:00:00,0.00255922795951486,0.00324606709500663,0.00284446338462589,0.504032258064516,-0.00116040181305245
"1970-02-24 01:00:00",2016-03-02 18:15:00,0.00256631310060147,0.0031871752427118,0.00283271938840462,0.823045267489713,-0.0019978638195929
"1970-02-25 01:00:00",2016-03-02 19:00:00,0.00260447615974564,0.00314742270151982,0.00282593217688871,1.61616161616162,0.000397308670873967
"1970-02-26 01:00:00",2016-03-02 19:30:00,0.00255814096711476,0.00308654504779271,0.00281169760769828,-1.07346851591933,-0.00413320202065697
"1970-02-27 01:00:00",2016-03-03 13:45:00,0.00265016187486248,0.00319472066933561,0.00282898565849133,1.48932078259583,-0.005480986420454
"1970-02-28 01:00:00",2016-03-03 14:00:00,0.00276164904634536,0.00342981703721616,0.00286822846403641,0.683060109289618,0.000990882226942859
"1970-03-01 01:00:00",2016-03-03 14:30:00,0.00273369022264433,0.00335726746516882,0.00285495999571504,0.0241680250752023,0.00354468581956018
"1970-03-02 01:00:00",2016-03-03 14:45:00,0.00271304406597851,0.0033161770374321,0.00286076347064818,0.403000722810699,0.00188883650143637
"1970-03-03 01:00:00",2016-03-03 15:00:00,0.0026877837005496,0.00325125637631229,0.00285144734310855,0.143163922691482,0.000662845952396433
"1970-03-04 01:00:00",2016-03-03 15:15:00,0.00265480917930628,0.0031856964645065,0.00283735246855227,-0.294985250737463,-0.000974518075848029
"1970-03-05 01:00:00",2016-03-03 15:30:00,0.00261219962272368,0.0031274971188363,0.0028249065093202,-1.65829145728643,-0.00447800800364157
"1970-03-06 01:00:00",2016-03-03 15:45:00,0.0027280993421993,0.00326166698727839,0.00284706958923734,2.40370692151752,0.000751205093440147
"1970-03-07 01:00:00",2016-03-03 16:15:00,0.00270374190924332,0.00319594694197666,0.00283329720165816,0.207123635297219,-0.00114537610355889
"1970-03-08 01:00:00",2016-03-03 16:30:00,0.00264206326926244,0.0031392880717971,0.00282158988282513,-2.87610619469027,-0.00243393722381626
"1970-03-09 01:00:00",2016-03-03 16:45:00,0.00267220260282994,0.00311811991653105,0.00281846292882078,0.678294573643411,0.00259193828500923
"1970-03-10 01:00:00",2016-03-03 17:00:00,0.00263481935488734,0.00307325637029067,0.00281516786369201,-0.558330884513665,0.00102206293802836
"1970-03-11 01:00:00",2016-03-03 17:15:00,0.00266536195214638,0.00301630140414375,0.0028022864833404,3.19599088348443,0.00129992825369981
"1970-03-12 01:00:00",2016-03-03 17:30:00,0.0025975869301876,0.00296302378401251,0.00279058918825783,-2.23478028507333,-0.00168156130081439
"1970-03-13 01:00:00",2016-03-03 17:45:00,0.00262703019393753,0.00292998178852909,0.0027822071884879,1.47848490178955,0.00408630273905455
"1970-03-14 01:00:00",2016-03-03 18:00:00,0.00260171408162358,0.00293993715337381,0.00279651688938766,0.0751016920677001,-0.00176406541656795
"1970-03-15 01:00:00",2016-03-03 18:15:00,0.0026298175899298,0.00291369718328776,0.00278874157153039,1.22333440820672,-0.00173250216585286
"1970-03-16 01:00:00",2016-03-03 18:30:00,0.00262800253478396,0.00288217306046602,0.00278056701155442,-0.196463654223968,0.00141741012001252
"1970-03-17 01:00:00",2016-03-03 18:45:00,0.0026700416131705,0.00283672579766273,0.00276968656083947,3.82671166142847,-0.000273621977361749
"1970-03-18 01:00:00",2016-03-03 19:00:00,0.00271162651464397,0.00279160204166338,0.00275602590340299,3.64948907984029,0.00110787990835976
"1970-03-19 01:00:00",2016-03-03 19:15:00,0.0027024233241106,0.00274935195662425,0.00274403678655357,1.04203943753049,-0.00095201011128093
"1970-03-20 01:00:00",2016-03-03 19:30:00,0.00268897150515897,0.00271399461452222,0.0027323693499439,0,-0.000970251475183228
"1970-03-21 01:00:00",2016-03-03 19:45:00,0.00270725496458967,0.00268000658933779,0.00272082359594158,1.79500540172776,0.000577066559757802
"1970-03-22 01:00:00",2016-03-04 13:45:00,0.00273463406059953,0.00264288755253309,0.00270772924553783,3.08812823012611,-0.00125333393655737
"1970-03-23 01:00:00",2016-03-04 14:30:00,0.00274023518418067,0.00261876882982835,0.00269771873852451,0.782594770838479,0.00219438197720339
"1970-03-24 01:00:00",2016-03-04 14:45:00,0.00271766012655858,0.00259648054946445,0.0026925046904632,0.307183364839319,0.00533963336568708
"1970-03-25 01:00:00",2016-03-04 15:00:00,0.00274243161703814,0.00271047409921392,0.00272903965079905,2.92275574112735,-0.0010794952332611
"1970-03-26 01:00:00",2016-03-04 15:15:00,0.00275922240601802,0.00268190947004953,0.0027181641509805,1.47908975959564,0.00137338661657956
"1970-03-27 01:00:00",2016-03-04 15:30:00,0.00274565169920849,0.0026470781434317,0.00270765184581847,0.828500414250207,0.000696350581028776
"1970-03-28 01:00:00",2016-03-04 15:45:00,0.00275745801683284,0.00261185119031613,0.00269487184391887,2.24719101123596,-0.00307069494482833
"1970-03-29 01:00:00",2016-03-04 17:15:00,0.00276165290618629,0.0026821352214704,0.0027001360186061,-1.62074554294976,-0.00206266052244443
"1970-03-30 01:00:00",2016-03-04 17:30:00,0.00277005406663463,0.00267573993069725,0.00269523964802429,0.108876150932736,0.00038165290866405
"1970-03-31 01:00:00",2016-03-04 17:45:00,0.00270550302918356,0.00263877535444171,0.00268209946268232,-2.01729106628242,0.00267095933929646
"1970-04-01 01:00:00",2016-03-04 18:00:00,0.00264666059797545,0.00262309126565562,0.00268106673386906,-1.73410404624277,0.000342447395298405
"1970-04-02 01:00:00",2016-03-04 18:15:00,0.0026289898993965,0.0025890887774256,0.0026679792315662,0.531208499335989,-4.32318393917104e-05
"1970-04-03 01:00:00",2016-03-04 18:30:00,0.00265852584414136,0.00255715273601022,0.00265495516379978,3.1012924957633,-0.00323037698696125
"1970-04-04 01:00:00",2016-03-04 18:45:00,0.00267709785574952,0.0026465077948481,0.00266270410095608,-1.10192837465565,-0.000565739459102801
"1970-04-05 01:00:00",2016-03-04 19:15:00,0.00263443612349529,0.00261232595717655,0.00265046264249856,-1.17647058823529,-0.000151248189004281
"1970-04-06 01:00:00",2016-03-04 19:30:00,0.00261993860370032,0.00257913028618477,0.00263766506402062,0.615763546798029,0.000417180906118372
"1970-04-07 01:00:00",2016-03-07 14:45:00,0.00261334579545933,0.0025477044887883,0.00262504647905604,1.12612612612613,0.00246825380184541
"1970-04-08 01:00:00",2016-03-07 15:15:00,0.00260784295319385,0.00253411247251853,0.00262288191585757,1.17172219043489,0.00627341212677055
"1970-04-09 01:00:00",2016-03-07 15:30:00,0.00260066160175238,0.00274272510245464,0.00268091331327256,1.04875497847066,0.00287402401245713
"1970-04-10 01:00:00",2016-03-07 16:00:00,0.00260326076505208,0.00272001583869864,0.00268147015882991,1.60849772382398,-0.00427420633297247
"1970-04-11 01:00:00",2016-03-07 16:15:00,0.00265246989036462,0.00291328974696583,0.00270387283800335,-1.15440115440115,-0.000556849170336904
"1970-04-12 01:00:00",2016-03-07 16:30:00,0.00260192708394591,0.00286449714558465,0.00269122986422444,-1.59486664372063,-0.00166885668814557
"1970-04-13 01:00:00",2016-03-07 16:45:00,0.00258400061725746,0.00283541953781163,0.00268372952344209,-1.06508833765481,0.00375986964169349
"1970-04-14 01:00:00",2016-03-07 17:00:00,0.00259573860154975,0.0028400209732641,0.00269531535919718,2.09295167743921,-0.000318685601648979
"1970-04-15 01:00:00",2016-03-07 17:15:00,0.00258628602081862,0.00279517176708881,0.00268238730245214,0.673400673400673,0.000177060094658486
"1970-04-16 01:00:00",2016-03-07 17:45:00,0.0025833418911412,0.00275167627638163,0.00266920939351274,1.30434782608696,0.00199800266267306
"1970-04-17 01:00:00",2016-03-07 18:30:00,0.0025618942194425,0.00271781863112289,0.00266279487966381,0.275970245605435,-0.00336863548496977
"1970-04-18 01:00:00",2016-03-07 18:45:00,0.00263042429785886,0.00280536202501037,0.00267234271388241,1.29785853341986,-0.000619414628114514
"1970-04-19 01:00:00",2016-03-07 19:45:00,0.00261012950696193,0.00276260541441931,0.00266014763067943,-0.00636900235422466,0.00474806835084444
"1970-04-20 01:00:00",2016-03-08 13:45:00,0.00258362212869118,0.0028209474769486,0.00268719572399066,-0.004873558239021,-0.00647862015067227
"1970-04-21 01:00:00",2016-03-08 14:00:00,0.00274878041951435,0.00338159908633095,0.00275366117666517,1.45792325319405,0.00712595258733935
"1970-04-22 01:00:00",2016-03-08 14:45:00,0.00277981144806783,0.0035508120945185,0.00282854655129229,3.28769724897697,0.000584727985261991
"1970-04-23 01:00:00",2016-03-08 15:15:00,0.00276519186225338,0.00347229372984564,0.00281444941412718,0.787557351905294,-0.00250072743474492
"1970-04-24 01:00:00",2016-03-08 15:30:00,0.00282494639758241,0.00343471337164337,0.00281212411087438,2.321083172147,0.000446764158508516
"1970-04-25 01:00:00",2016-03-08 15:45:00,0.00278931471194823,0.00336110648181594,0.0027980685858481,-0.369217649121533,-0.00112083379058772
"1970-04-26 01:00:00",2016-03-08 16:00:00,0.00278886738808805,0.00329613566216525,0.0027865733357749,0.631757259616963,0.00505330933607445
"1970-04-27 01:00:00",2016-03-08 16:15:00,0.0028502456492413,0.0033181540060693,0.00281597370074362,5.06329113924051,0.00159475880441078
"1970-04-28 01:00:00",2016-03-08 16:30:00,0.00284286476407658,0.00325131488740508,0.00280539061264258,1.24063065391574,0.00105882663371402
"1970-04-29 01:00:00",2016-03-08 16:45:00,0.0027825408104548,0.00318623317393469,0.0027927391560276,-1.7552441802645,-0.000880808991871919
"1970-04-30 01:00:00",2016-03-08 17:15:00,0.00278355778537538,0.00312722725462579,0.00278036432271611,0.941843546713629,0.000917850673239554
"1970-05-01 01:00:00",2016-03-08 17:30:00,0.00279407500422013,0.00306774671852896,0.00276754820036116,2.20465275671376,0.00367177359643983
"1970-05-02 01:00:00",2016-03-08 18:00:00,0.00278646840088546,0.00304868255160462,0.00277631246280792,1.17474935797105,-0.000913466669286827
"1970-05-03 01:00:00",2016-03-08 18:15:00,0.00274540888019846,0.00299774935531555,0.00276427211151318,-1.52129817444219,-0.00380335716966118
"1970-05-04 01:00:00",2016-03-08 18:30:00,0.00283718982716675,0.00308081118440195,0.00277758585354342,2.28471001757469,-0.00199549754972875
"1970-05-05 01:00:00",2016-03-08 19:00:00,0.0028848131290616,0.00304458817962879,0.00277125588593407,2.50723240115718,-0.00232181099137093
"1970-05-06 01:00:00",2016-03-08 19:15:00,0.00292445125043876,0.00302406651635348,0.00276771226606422,1.62594516691396,-0.00156272229558068
"1970-05-07 01:00:00",2016-03-08 19:30:00,0.00300862608766749,0.00298160990671921,0.0027586788333145,5.18124285100054,0.000124396897346452
"1970-05-08 01:00:00",2016-03-09 14:00:00,0.00299888405596527,0.00292861243543858,0.00274484432260273,1.22448979591837,-0.00198825189764409
"1970-05-09 01:00:00",2016-03-09 14:15:00,0.00304679534281285,0.00290608309363843,0.00273903588918691,2.58126195028681,0.00242152746768051
"1970-05-10 01:00:00",2016-03-09 14:30:00,0.00302465676636589,0.00287016390660221,0.00273521059392825,0.523955881712773,0.000595447550546103
"1970-05-11 01:00:00",2016-03-09 15:00:00,0.00300410458768561,0.00282280219745559,0.00272198227809048,0.610823984569986,-0.00119039138911544
"1970-05-12 01:00:00",2016-03-09 15:15:00,0.00300085520582919,0.0027865646166102,0.00271152862452601,0.555117275166627,-0.000108452028159148
"1970-05-13 01:00:00",2016-03-09 15:45:00,0.00295839549949075,0.00274361918603827,0.00269816747217996,-0.713375832264179,-0.00194749051742775
"1970-05-14 01:00:00",2016-03-09 16:00:00,0.00297086234207496,0.00273216386028806,0.00269256884566607,0.55540045384614,0.0028190255906548
"1970-05-15 01:00:00",2016-03-09 16:15:00,0.00295054129671348,0.00271530079136176,0.00269299897189879,0.576841861509701,-0.000853520463377934
"1970-05-16 01:00:00",2016-03-09 16:30:00,0.00290779119807668,0.00268140515046485,0.00268147885751294,-1.45102781136639,0.00129619979622315
"1970-05-17 01:00:00",2016-03-09 16:45:00,0.00291477062640923,0.00264613265842775,0.00267095863686011,2.10312101748381,-0.0027203547830619
"1970-05-18 01:00:00",2016-03-09 17:00:00,0.00293638002317014,0.00268693471335227,0.00267274717339236,-0.0260533777835664,-0.000324774915797151
"1970-05-19 01:00:00",2016-03-09 17:30:00,0.00290324958112858,0.00264967815396839,0.00265995159508002,-0.326918926604059,0.00214050032711135
"1970-05-20 01:00:00",2016-03-09 17:45:00,0.00284495839812284,0.00262410184955111,0.00265470883997727,-1.62171599302136,0.00178444208151458
"1970-05-21 01:00:00",2016-03-09 18:00:00,0.00276273266965192,0.00259492890148302,0.00264694372104691,-2.9912487774128,0.00264387406099269
"1970-05-22 01:00:00",2016-03-09 18:15:00,0.00272973344486424,0.00258067197150612,0.00264602018577253,-0.265721877767937,-0.000268367521984184
"1970-05-23 01:00:00",2016-03-09 18:30:00,0.00270551475362481,0.00254992438077241,0.0026334291588998,0,-0.00141459201872475
"1970-05-24 01:00:00",2016-03-09 18:45:00,0.00269491647619232,0.0025350884995114,0.00262499080219688,-0.302669009825865,-0.00111158932845839
"1970-05-25 01:00:00",2016-03-09 19:00:00,0.00265998296285721,0.00251398002248398,0.00261503975845096,-1.30173827226619,0.000197307648104965
"1970-05-26 01:00:00",2016-03-09 19:15:00,0.00262943357737448,0.00248643833244598,0.00260244917935314,-0.17427627117337,-0.00139993202682775
"1970-05-27 01:00:00",2016-03-09 19:30:00,0.00267802575292569,0.00247616071590098,0.00259426407308749,2.93579270452948,0.000754053070793004
"1970-05-28 01:00:00",2016-03-09 19:45:00,0.00265554920461138,0.00245133837954052,0.00258266866363035,0.282094895140122,0.00172141772533044
"1970-05-29 01:00:00",2016-03-10 13:45:00,0.0026283054770356,0.0024330283066308,0.00257533429387665,0,0.00930869642365178
"1970-05-30 01:00:00",2016-03-10 14:00:00,0.0026012057778138,0.00310464568667968,0.00272114094675416,-0.063991085163953,0.00334559891310099
"1970-05-31 01:00:00",2016-03-10 14:15:00,0.00256270341632246,0.00306718239433045,0.00272597449284377,-0.658515604682922,-0.00123557552286245
"1970-06-01 01:00:00",2016-03-10 14:30:00,0.00261551267887891,0.00301985200742984,0.00271579544484826,3.19634703196347,-0.00388660145842189
"1970-06-02 01:00:00",2016-03-10 14:45:00,0.00267876841046019,0.00310690868513301,0.00273115333064354,0.405843485610792,-0.00366615950641209
"1970-06-03 01:00:00",2016-03-10 15:00:00,0.00272811775625928,0.00315680657436339,0.00274289471454791,0.132752860821242,-0.00551559164201321
"1970-06-04 01:00:00",2016-03-10 15:30:00,0.00285018883864775,0.00340648195565663,0.00278525730452711,1.31759373275367,-0.00287563746570962
"1970-06-05 01:00:00",2016-03-10 15:45:00,0.00288160840033025,0.0033798700664938,0.00278656765047925,0.49267255263435,0.00119246697862291
"1970-06-06 01:00:00",2016-03-10 16:00:00,0.00294559413209738,0.00330981831469035,0.00277468941005624,5.34188034188034,0.000927884793913271
"1970-06-07 01:00:00",2016-03-10 16:15:00,0.00294295148386941,0.00324192382936519,0.00276190994366422,1.58371040723982,-0.00169879118489836
"1970-06-08 01:00:00",2016-03-10 16:30:00,0.00298104828247143,0.00319307669797677,0.00275392292039672,2.29007633587786,-0.00337747118758446
"1970-06-09 01:00:00",2016-03-10 16:45:00,0.00301640484085918,0.00321862936454983,0.00276174181970562,-0.00730655795550813,-0.0113474084550457
"1970-06-10 01:00:00",2016-03-10 17:00:00,0.00329144641410387,0.00476565911302905,0.00297344134751077,-0.516795865633075,0.00424999277534002
"1970-06-11 01:00:00",2016-03-10 17:15:00,0.00323106912499937,0.00467768989990225,0.00298751998017687,-1.58730158730159,-0.00370411143638465
"1970-06-12 01:00:00",2016-03-10 17:45:00,0.00327440472575746,0.00462409049582314,0.0029961702160616,0,-0.000117974290816543
"1970-06-13 01:00:00",2016-03-10 18:00:00,0.00324430699350488,0.00450518070203728,0.00298042417331358,0.190839694656489,-0.000117988210391723
"1970-06-14 01:00:00",2016-03-10 18:15:00,0.00317938641169714,0.0043904976340883,0.00296482500695697,-1.92169515343288,-0.00236269238622867
"1970-06-15 01:00:00",2016-03-10 18:45:00,0.00316014568430863,0.00430077363432748,0.0029594381566341,-1.65234633179114,0.00460268851000579
"1970-06-16 01:00:00",2016-03-10 19:00:00,0.00313015223339595,0.0042375792647195,0.00297796820592004,0.124610591900312,-0.000261154213046203
"1970-06-17 01:00:00",2016-03-10 19:15:00,0.00306930862786348,0.00413289306046425,0.0029625711367492,-1.91256830601093,0.00509368703925651
"1970-06-18 01:00:00",2016-03-10 19:30:00,0.00301164609644115,0.00409253181056279,0.00298853526886896,-1.53391297019471,0.00140047768067654
"1970-06-19 01:00:00",2016-03-10 19:45:00,0.00302741897619641,0.00399350881284101,0.00297543106474858,2.69592476489028,-0.00141839930939466
"1970-06-20 01:00:00",2016-03-11 14:00:00,0.0030441061266406,0.00390497742050448,0.0029637061032515,1.44927536231884,-0.00217493255918554
"1970-06-21 01:00:00",2016-03-11 14:15:00,0.00308179029753665,0.00383210946496962,0.00295677448868162,1.84455282708558,0.00141512795143606
"1970-06-22 01:00:00",2016-03-11 14:30:00,0.0030390478222354,0.00374388732627673,0.00294424622588426,-0.641848523748395,0.00231295622867548
"1970-06-23 01:00:00",2016-03-11 14:45:00,0.00300790259888608,0.00366388139640172,0.00293701511697929,0,0.000343838029228416
"1970-06-24 01:00:00",2016-03-11 15:15:00,0.00299472453748977,0.00358073838638968,0.002921776646846,1.02555532758542,-0.00105909774780133
"1970-06-25 01:00:00",2016-03-11 15:30:00,0.00300989301439642,0.00350526396207577,0.00290888507766638,1.75712612260836,0.00234615594005157
"1970-06-26 01:00:00",2016-03-11 15:45:00,0.00300436418516107,0.00343699158010535,0.00290242846799581,1.45815355097033,-0.000528727541397175
"1970-06-27 01:00:00",2016-03-11 16:15:00,0.002923164201153,0.0033645664896054,0.00288811077284216,-3.30874865418151,-0.000653926320506844
"1970-06-28 01:00:00",2016-03-11 16:30:00,0.00297185465062687,0.00329543084601144,0.00287416807214946,4.03857745629897,6.01083718768435e-05
"1970-06-29 01:00:00",2016-03-11 16:45:00,0.00294321237519553,0.00322783970194716,0.00285936722309063,0.113627374211146,8.48527275358234e-05
"1970-06-30 01:00:00",2016-03-11 17:00:00,0.00293288741721741,0.00316327012406765,0.00284468750080868,1.14452423698384,0.000371146050229325
"1970-07-01 01:00:00",2016-03-11 17:30:00,0.00293192207687851,0.00310164284364947,0.00283025412616501,1.67222116630292,-0.000618937745781646
"1970-07-02 01:00:00",2016-03-11 17:45:00,0.00293722323506653,0.00304458138238358,0.00281673869948589,1.56757889423208,-0.00111505423105632
"1970-07-03 01:00:00",2016-03-11 18:00:00,0.00291166010954092,0.00299452307372733,0.00280501200130679,-0.658912663568866,0.00231721118658305
"1970-07-04 01:00:00",2016-03-11 18:15:00,0.00286589957075199,0.00295154059711777,0.00279951271670684,-0.907166205611934,-0.000213807551048198
"1970-07-05 01:00:00",2016-03-11 18:30:00,0.00287867391203693,0.00290047005691813,0.00278553002810758,2.23154462917605,7.06874888458196e-06
"1970-07-06 01:00:00",2016-03-11 19:00:00,0.00282348743704605,0.00285155240270435,0.00277148343578353,-1.45545974451703,0.000176731527597147
"1970-07-07 01:00:00",2016-03-11 19:15:00,0.00280098734421014,0.00280510603074717,0.00275754870765101,0.372149605823784,0.00101560059421177
"1970-07-08 01:00:00",2016-03-11 19:30:00,0.00274872754074374,0.00276181670259069,0.00274521623363802,-1.31884030438351,0.00407849229711132
"1970-07-09 01:00:00",2016-03-11 19:45:00,0.00275312469700955,0.00278225035254029,0.00275983125336195,1.81383588873771,0.00117728727982591
"1970-07-10 01:00:00",2016-03-14 14:00:00,0.00277050063182599,0.00274025711991184,0.00274794997179973,2.56502104514184,0.00291326624052775
"1970-07-11 01:00:00",2016-03-14 14:30:00,0.00280285184472248,0.00272250880171847,0.00274835343132943,3.41530054644809,0.00433712579298014
"1970-07-12 01:00:00",2016-03-14 15:00:00,0.00280425239826575,0.00275585688240056,0.00276649572290443,1.68539325842697,-0.00269900966536469
"1970-07-13 01:00:00",2016-03-14 15:30:00,0.00289453411889193,0.00279118866450157,0.00276696520809354,3.7037037037037,0.00159491064628964
"1970-07-14 01:00:00",2016-03-14 15:45:00,0.00286482062278701,0.00275210985124265,0.00275715218042566,0,0.00325203538637732
