date,tone,positive,negative,polarity,active_den,self_den,price
2016-02-01 09:45:00,-0.6200844496181692,2.6883234157604052,3.3084078653785745,5.996731281138981,23.238666150414584,1.1572877896940597,765.39
2016-02-01 10:00:00,-1.2195762119712625,2.667099242606102,3.886675454577366,6.553774697183465,22.635094984355035,1.2249789218883642,764.28
2016-02-01 10:15:00,-1.4473500443544054,2.4375358225566397,3.8848858669110444,6.322421689467686,22.066082267205264,0.8430916895856438,766.277
2016-02-01 10:30:00,-1.880495494549344,2.5188324598042446,4.399327954353589,6.918160414157831,22.022402613536077,0.7278811099631392,765.75
2016-02-01 10:45:00,-1.3652069583036566,2.516100391820632,3.881307350124287,6.3974077419449165,22.596573422203242,0.9118040287791123,769.9
2016-02-01 11:00:00,0.12707743857067325,3.0507409450283705,2.9236635064576975,5.974404451486067,21.66581956131568,0.8439695781033882,768.71
2016-02-01 11:15:00,-0.6629719485193931,2.7449365690733094,3.4079085175927033,6.152845086666013,22.178324338262552,1.1617221864645961,769.36
2016-02-01 11:30:00,-1.1103017659812184,2.7040782439551685,3.814380009936387,6.518458253891556,22.466121119112785,0.8879165082288096,767.86
2016-02-01 11:45:00,-1.3666654797402822,2.5444869559215992,3.9111524356618808,6.45563939158348,22.78314825589232,0.9208791751422422,769.01
2016-02-01 12:00:00,0.43594544683705594,3.116923409722495,2.680977962885439,5.797901372607933,22.37853968367486,1.0831972908893988,768.72
2016-02-01 12:15:00,0.3018846122959283,3.0960626075934203,2.7941779952974914,5.890240602890913,22.623027482415075,0.906418264356011,769.25
2016-02-01 12:30:00,-0.17748869617777543,2.817619528487589,2.995108224665363,5.812727753152955,21.748447244634143,0.8892228437344832,768.73
2016-02-01 12:45:00,0.30760537238383595,2.9612278808612515,2.6536225084774157,5.614850389338667,22.375297730907292,1.1944970932334142,767.912
2016-02-01 13:00:00,-1.0351598663973962,2.2400622467701625,3.2752221131675587,5.515284359937722,22.32202737496511,0.8003033579371439,768.581
2016-02-01 13:15:00,-0.016471703047146322,3.034611389959064,3.0510830930062096,6.085694482965273,22.374460129959044,1.3304319378634188,770.91
2016-02-01 13:30:00,-0.5924807053369734,2.5725290703908237,3.1650097757277975,5.737538846118621,22.566699483594896,1.096555150337304,774.62
2016-02-01 13:45:00,0.3592217126364987,3.6501257423137727,3.2909040296772734,6.941029771991046,22.993749836093524,1.1218535688968314,774.854
2016-02-01 14:00:00,-0.12566822570558883,2.9780535610549994,3.1037217867605875,6.081775347815586,22.609419919296265,0.881946629480863,775.72
2016-02-01 14:15:00,-0.5261148986332388,2.8102545670142844,3.336369465647522,6.146624032661806,21.366266260923418,1.0311877245429109,770.42
2016-02-01 14:30:00,-0.5149724914679844,2.7167623143546002,3.2317348058225845,5.948497120177184,22.288927592248854,1.0184974004702894,770.317
2016-02-01 14:45:00,-0.29797457507368275,2.7702278584042443,3.0682024334779263,5.838430291882168,22.11368413178494,1.0282228614721598,772.78
2016-02-01 15:00:00,-0.92100738376532,2.8115556339373096,3.732563017702629,6.54411865163994,21.773029802545416,1.0004693108464633,772.47
2016-02-01 15:15:00,-0.39946751131310976,3.198854011982921,3.5983215232960304,6.797175535278953,22.8035400482108,1.283897668509805,771.77
2016-02-01 15:30:00,0.5179735038573839,3.3327559216013967,2.8147824177440133,6.14753833934541,22.577221803994632,1.3073158431820153,771.332
2016-02-01 15:45:00,0.6444117802282211,3.310310705689776,2.6658989254615553,5.976209631151332,22.06591421475818,1.3680931705543529,770.75
2016-02-02 09:45:00,-0.40997616375697166,2.7982378466186346,3.2082140103756074,6.006451856994241,21.868145569576427,0.7807940337629714,797.0
2016-02-02 10:00:00,-0.6319501654037208,2.6397802955702794,3.271730460974001,5.911510756544281,22.700452487861497,1.0093330530639335,802.72
2016-02-02 10:15:00,-0.4876840283219659,2.823805913549627,3.311489941871592,6.1352958554212185,21.577756833913952,0.8449799058819597,802.11
2016-02-02 10:30:00,-0.5002756101224203,2.817572367792257,3.3178479779146763,6.135420345706935,21.640429518097893,1.23338871203302,805.99
2016-02-02 10:45:00,-1.8761293939526562,2.2856855187091107,4.161814912661767,6.4475004313708775,22.25070595133888,1.1207265760942389,807.26
2016-02-02 11:00:00,-0.9301824721350391,2.423072119504123,3.3532545916391623,5.776326711143284,23.216365301433434,0.9168337281364598,804.278
2016-02-02 11:15:00,-0.3607226186731013,2.9070756230610098,3.2677982417341127,6.174873864795124,22.422181365665423,1.141547615660153,806.788
2016-02-02 11:30:00,0.022429691983853608,2.9569212004765646,2.9344915084927092,5.8914127089692725,21.522585151672384,1.0292234881071511,806.47
2016-02-02 11:45:00,-0.4263738660549178,2.686172292415751,3.1125461584706695,5.798718450886421,21.729820220985648,0.9767093805545639,809.51
2016-02-02 12:00:00,nan,nan,nan,nan,nan,nan,805.641
2016-02-02 12:15:00,0.32334292589815644,3.1457106466217817,2.8223677207236264,5.9680783673454085,22.123538086643347,0.812799182726556,800.66
2016-02-02 12:30:00,-0.26642706313308295,2.7980597592658714,3.0644868223989534,5.862546581664824,22.17269983290469,0.9100471032377957,798.376
2016-02-02 12:45:00,-0.573874476668636,2.5277167166153554,3.1015911932839915,5.629307909899347,22.09324071429619,1.339965172858233,800.35
2016-02-02 13:00:00,0.1493987737438095,2.8700353017869116,2.7206365280431015,5.590671829830014,21.784612947185547,1.1258085542087126,799.0
2016-02-02 13:15:00,-0.5649161034256153,2.71701997129005,3.281936074715665,5.998956046005716,23.034731053273667,1.003943494755699,799.25
