link,time
https://abcnews.go.com/Technology/wireStory/bill-gates-calls-global-education-assessments-data-57907121,2018-09-18T14:24:42Z
https://www.businessinsider.com/why-an-apple-prime-bundle-doesnt-make-sense-2018-9,2018-09-29T13:15:00Z
https://markets.businessinsider.com/news/stocks/amd-stock-price-most-bullish-price-target-from-wall-street-2018-9-1027533685,2018-09-13T18:35:00Z
https://www.wsj.com/articles/bull-market-charges-on-even-without-tech-1537718457,2018-09-23T16:04:08Z
https://www.wsj.com/articles/apples-third-act-the-wearables-company-1536226201,2018-09-06T09:38:11Z
https://www.theguardian.com/world/2018/sep/28/idaho-robocalls-sandpoint-reader-neo-nazi,2018-09-28T10:00:53Z
https://www.theguardian.com/music/2018/sep/10/john-legend-andrew-lloyd-webber-tim-rice-egot-winners,2018-09-10T10:19:55Z
https://www.wsj.com/articles/more-states-to-join-justice-departments-discussion-on-social-media-concerns-1536887369,2018-09-14T01:09:30Z
https://www.wsj.com/articles/the-war-of-the-los-angeles-megamansions-1536248650,2018-09-06T20:49:39Z
https://money.cnn.com/2018/09/11/technology/tech-stocks-fang/index.html,2018-09-11T17:09:41Z
https://www.businessinsider.com/dan-dees-named-co-head-of-investment-banking-at-goldman-sachs-2018-9,2018-09-19T16:11:35Z
https://www.wsj.com/articles/amazons-jeff-bezos-big-businesses-should-be-scrutinized-but-not-vilified-1536897242,2018-09-14T04:32:00Z
https://www.bloomberg.com/news/articles/2018-09-13/iphone-xs-max-versus-samsung-galaxy-note-9-how-they-measure-up,2018-09-13T08:50:00Z
https://www.cnn.com/2018/09/06/politics/doj-sony-hack-charges/index.html,2018-09-06T16:51:37Z
https://www.bbc.co.uk/news/uk-politics-45511297,2018-09-13T19:31:37Z
https://www.businessinsider.com/amazon-alexa-microsoft-skype-cortana-2018-9,2018-09-20T21:31:26Z
https://www.ft.com/content/804e0c84-bdb2-11e8-94b2-17176fbf93f5,2018-09-21T17:49:51Z
https://www.wsj.com/articles/big-labors-deep-state-1537137583,2018-09-16T22:39:45Z
https://abcnews.go.com/Technology/wireStory/talking-gloves-tactile-windows-tech-helps-disabled-57792180,2018-09-13T09:19:40Z
https://www.theguardian.com/technology/2018/sep/08/decentralisation-next-big-step-for-the-world-wide-web-dweb-data-internet-censorship-brewster-kahle,2018-09-08T13:00:27Z
https://www.ft.com/content/a1d520b8-6f09-3565-9e2f-20155713676e,2018-09-24T03:00:00Z
https://www.ft.com/content/3a648a32-ba87-11e8-94b2-17176fbf93f5,2018-09-17T15:35:36Z
https://www.economist.com/business/2018/09/22/can-the-eu-become-another-ai-superpower,2018-09-20T14:53:23Z
https://www.businessinsider.com/china-succeeded-where-us-failed-two-tech-sectors-kai-fu-lee-2018-9,2018-09-10T18:05:37Z
https://www.businessinsider.com/why-it-matters-that-google-no-longer-has-eric-schmidt-as-the-controversies-pile-up-2018-9,2018-09-23T12:00:00Z
https://www.cnbc.com/2018/09/26/melinda-gates-women-arent-truly-equal-anywhere-on-earth-not-even-in-the-us.html,2018-09-26T19:46:00Z
https://www.economist.com/business/2018/07/21/google-is-fined-eu43bn-in-the-biggest-ever-antitrust-penalty,2018-09-19T05:02:47Z
https://www.cnbc.com/2018/09/24/top-technician-says-charts-point-to-a-big-pullback-for-tech.html,2018-09-24T18:12:00Z
https://www.wsj.com/articles/local-internet-laws-threaten-to-go-global-1536490801,2018-09-09T13:33:26Z
https://www.businessinsider.com/gemalto-digital-id-r3-corda-2018-9,2018-09-20T13:06:00Z
https://www.economist.com/special-report/2018/03/31/non-tech-businesses-are-beginning-to-use-artificial-intelligence-at-scale,2018-09-26T10:01:58Z
https://www.theguardian.com/commentisfree/2018/sep/16/wanted-in-digital-monopoly-age-powers-to-curb-online-giants,2018-09-16T06:00:17Z
https://www.wsj.com/articles/companies-arent-all-rushing-to-repatriate-cash-1537106555,2018-09-16T14:04:37Z
https://www.businessinsider.com/next-stock-market-crash-perfect-storm-of-bearishness-is-brewing-msnt-2018-9,2018-09-24T15:06:49Z
https://www.businessinsider.com/playstation-4-vs-xbox-one-2018-9,2018-09-28T14:32:28Z
https://www.wsj.com/articles/states-loom-as-a-regulatory-threat-to-tech-giants-1536521239,2018-09-09T19:27:00Z
https://www.businessinsider.com/amd-stock-price-most-bullish-price-target-from-wall-street-2018-9,2018-09-13T18:35:00Z
https://markets.businessinsider.com/news/stocks/apple-stock-price-popular-among-millennials-after-iphone-watch-launches-2018-9-1027533043,2018-09-13T15:11:00Z
https://www.cnbc.com/2018/09/29/girls-who-code-aims-to-close-gender-gap-in-tech.html,2018-09-29T18:14:27Z
https://www.businessinsider.com/apple-stock-price-popular-among-millennials-after-iphone-watch-launches-2018-9,2018-09-13T15:11:00Z
https://abcnews.go.com/Technology/wireStory/mastercard-unveils-digital-trade-platform-small-business-57769868,2018-09-12T14:01:28Z
https://abcnews.go.com/Business/wireStory/autonation-fitbit-rise-copart-microsoft-fall-57944367,2018-09-19T20:47:13Z
https://www.wsj.com/articles/cluttered-phone-and-computer-put-your-files-in-the-cloud-1536498000,2018-09-09T13:35:40Z
https://www.ft.com/content/c6d5a16e-c193-11e8-8d55-54197280d3f7,2018-09-30T14:00:26Z
https://money.cnn.com/2018/10/01/technology/paul-allen-non-hodgkins-lymphoma/index.html,2018-10-01T22:48:21Z
https://money.cnn.com/2018/09/06/technology/facebook-singapore/index.html,2018-09-06T11:31:01Z
http://feedproxy.google.com/~r/pehub/blog/~3/pQHkQHeXc2E/,2018-09-28T14:21:56Z
https://www.businessinsider.com/xbox-one-mouse-keyboard-support-2018-9,2018-09-26T14:10:17Z
https://www.ft.com/content/cf2ffb58-b1fc-11e8-8d14-6f049d06439c,2018-09-06T19:39:28Z
https://www.ft.com/content/998a1268-bb52-11e8-94b2-17176fbf93f5,2018-09-18T21:05:59Z
https://www.businessinsider.com/goldman-sachs-cfo-marty-chavez-venture-capital-2018-9,2018-09-06T23:41:37Z
https://www.wsj.com/articles/nike-leads-rebound-for-athletic-apparel-retailers-1537444800,2018-09-20T20:38:30Z
https://www.businessinsider.com/next-stock-market-crash-perfect-storm-of-bearishness-is-brewing-2018-9,2018-09-23T10:05:00Z
https://abcnews.go.com/Technology/wireStory/lawmaker-us-senate-staff-targeted-state-backed-hackers-57951749,2018-09-20T04:58:15Z
https://www.businessinsider.com/music-exec-reveals-what-to-do-when-business-is-halved-by-major-tech-disruption-2018-9,2018-09-18T18:44:38Z
https://www.ft.com/content/a42e0402-bd7a-11e8-94b2-17176fbf93f5,2018-09-23T11:54:49Z
https://abcnews.go.com/Technology/video/twitter-permanently-bans-alex-jones-infowars-citing-abuse-57668216,2018-09-07T13:03:52Z
https://www.businessinsider.com/insiders-shocked-adobe-multi-billion-dollar-price-acquire-marketo-2018-9,2018-09-20T20:26:50Z
https://www.businessinsider.com/oracle-put-a-guy-from-microsoft-in-charge-of-cloud-for-now-source-says-2018-9,2018-09-29T01:34:05Z
https://www.businessinsider.com/bill-and-melinda-gates-marriage-2017-11,2018-09-30T16:03:00Z
https://www.ft.com/content/fda4d382-ba67-11e8-94b2-17176fbf93f5,2018-09-21T15:09:23Z
https://money.cnn.com/2018/09/13/investing/us-stocks-economy-world/index.html,2018-09-13T17:10:04Z
https://www.bloomberg.com/news/articles/2018-09-10/google-s-ai-cloud-star-leaves-after-pentagon-deal-protests,2018-09-12T04:24:00Z
https://www.businessinsider.com/slack-ipo-2019-2018-10,2018-10-01T13:53:17Z
https://money.cnn.com/2018/09/17/investing/stock-buybacks-tax-cuts/index.html,2018-09-17T19:14:23Z
https://www.ft.com/content/30bdb1ea-b6a2-11e8-b3ef-799c8613f4a1,2018-09-19T03:00:29Z
https://markets.businessinsider.com/news/stocks/alibaba-stock-price-jack-ma-says-he-could-retire-earlier-2018-9-1027517776,2018-09-07T14:59:49Z
https://www.businessinsider.com/alibaba-stock-price-jack-ma-says-he-could-retire-earlier-2018-9,2018-09-07T14:59:49Z
https://www.businessinsider.com/why-no-minecraft-2-explained-2018-10,2018-10-01T14:03:34Z
https://www.ft.com/content/a4c63576-b6d4-11e8-b3ef-799c8613f4a1,2018-09-16T09:50:37Z
https://www.economist.com/books-and-arts/2018/09/29/in-the-struggle-for-ai-supremacy-china-will-prevail,2018-09-27T14:51:06Z
https://www.cnbc.com/2018/09/17/oracles-tough-year-makes-the-stock-harder-for-some-to-stick-with.html,2018-09-17T12:32:00Z
https://www.businessinsider.com/nick-hanauer-says-there-are-3-failures-of-capitalism-2018-9,2018-09-22T18:25:54Z
https://www.businessinsider.com/nick-hanauer-why-raise-minimum-wage-across-america-2018-9,2018-10-01T18:51:00Z
https://www.businessinsider.com/linus-torvalds-linux-time-away-empathy-2018-9,2018-09-17T20:50:58Z
https://www.cnbc.com/2018/09/28/bill-gates-gave-daily-shows-trevor-noah-a-simple-tip-about-perception.html,2018-09-28T13:05:00Z
https://www.wsj.com/articles/no-sex-please-were-apple-iphone-giant-seeks-tv-success-on-its-own-terms-1537588880,2018-09-22T10:04:03Z
https://www.businessinsider.com/microsoft-peggy-johnson-business-meetings-while-running-2018-9,2018-09-18T20:45:21Z
https://www.wsj.com/articles/oracle-revenues-up-1-sending-shares-lower-after-hours-1537217573,2018-09-17T21:06:17Z
https://www.cnbc.com/2018/09/24/microsoft-designs-ai-hardware-boxes-for-use-outside-of-data-centers.html,2018-09-24T13:00:00Z
https://www.businessinsider.com/apple-salesforce-partnership-stole-some-thunder-from-microsoft-ignite-conference-2018-9,2018-09-24T15:45:58Z
https://www.cnn.com/2018/09/30/politics/chobani-ceo-immigration-solution/index.html,2018-09-30T20:21:53Z
https://www.cnbc.com/2018/09/14/adobe-ceo-adobe-is-using-ai-to-make-a-brand-new-category-in-crm.html,2018-09-14T17:49:00Z
https://money.cnn.com/2018/09/19/pf/employers-new-grads-universum/index.html,2018-09-19T11:00:14Z
