date,price,activ_den,negative,polarity,positive,self_den,tone,weight
2016-02-29 00:15:00,,20.3274215552524,1.22783083219645,2.31923601637108,1.09140518417462,0.13642564802182802,-0.13642564802182802,5.876090523912345e-06
2016-02-29 00:30:00,,27.2189349112426,7.39644970414201,10.946745562130198,3.5502958579881696,0.0,-3.84615384615385,8.43193447247478e-06
2016-02-29 00:45:00,,7.681663253223734,1.14640881821937,1.9220114179386296,0.7756025997192577,0.6677904957873122,-0.37080621850011175,2.233337848842029e-05
2016-02-29 01:00:00,,18.2741116751269,1.94585448392555,3.8071065989847703,1.8612521150592198,0.592216582064298,-0.0846023688663284,6.516283969850162e-06
2016-02-29 01:15:00,,4.516603824222166,0.4256647632616663,0.917212499215146,0.4915477359534794,0.15736578443350135,0.06588297269181337,3.5488237436182826e-05
2016-02-29 01:30:00,,0.0,0.0,0.0,0.0,0.0,0.0,
2016-02-29 01:45:00,,5.445880922435057,0.5475317842667213,1.123944689748622,0.5764129054819012,0.2492564452816845,0.02888112121518023,2.970648111392033e-05
2016-02-29 02:00:00,,10.877533262832491,0.6797338855778007,3.0268922811874885,2.3471583956096875,0.4550451918053372,1.6674245100318863,1.2871878821400335e-05
2016-02-29 02:15:00,,30.893536121673,1.52091254752852,4.08745247148289,2.56653992395437,0.0,1.04562737642586,7.425218293669922e-06
2016-02-29 02:30:00,,10.897242119566954,1.4840012541352932,2.3732159800582258,0.8892147259229348,0.12435229351441884,-0.5947865282123563,1.2136039454579847e-05
2016-02-29 02:45:00,,7.7653209062556625,0.6748032023283201,1.8231551263609425,1.1483519240326223,0.20969528964376347,0.4735487217043023,2.227984854246279e-05
2016-02-29 03:00:00,,21.702453987730102,3.48926380368098,6.13496932515337,2.64570552147239,0.306748466257669,-0.8435582822085892,7.5157306671658764e-06
2016-02-29 03:15:00,,0.0,0.0,0.0,0.0,0.0,0.0,
2016-02-29 03:30:00,,25.6329113924051,2.74261603375527,5.16877637130802,2.4261603375527403,0.0,-0.316455696202532,8.723857330172205e-06
2016-02-29 03:45:00,,18.9728958630528,0.14265335235378,6.419400855920111,6.27674750356633,0.7132667617689019,6.134094151212549,7.563273347721155e-06
2016-02-29 04:00:00,,5.325670024758843,0.561388882298032,1.58273324905311,1.0213443667550786,0.16111266187284448,0.4599554844570463,2.9072993779876128e-05
2016-02-29 04:15:00,,19.115549215406602,0.14265335235378,6.419400855920111,6.27674750356633,0.7132667617689019,6.134094151212549,7.563273347721155e-06
2016-02-29 04:30:00,,7.891238458270342,0.7895771445959847,1.7319690978205902,0.9423919532246056,0.4896276295907786,0.15281480862862193,2.310614127648743e-05
2016-02-29 04:45:00,,11.415084617541515,2.7883436185081947,4.051665313759941,1.2633216952517563,0.4213987297633164,-1.5250219232564377,1.5502730069528166e-05
2016-02-29 05:00:00,,12.496784617424355,1.7096921433773675,3.4422531232817613,1.7325609799043955,0.43065118711785705,0.02286883652702976,1.5328634347087787e-05
2016-02-29 05:15:00,,7.021291742194282,0.7398129182240192,1.6629937688370888,0.9231808506130698,0.15383708595252565,0.18336793238905094,2.3344599282469893e-05
2016-02-29 05:30:00,,7.787588626962641,1.1983216563654804,2.0678491497322526,0.8695274933667714,0.6309299455846757,-0.3287941629987101,2.1148222131865207e-05
2016-02-29 05:45:00,,12.134218760042975,1.2718960777828092,2.7372744424529287,1.4653783646701195,0.6079857972157836,0.1934822868873095,1.3752875539267768e-05
2016-02-29 06:00:00,,10.636138858081656,1.7831707724364516,2.9659624613797617,1.1827916889433108,0.3666677110670692,-0.6003790834931382,1.4366880494331653e-05
2016-02-29 06:15:00,,11.41334351878249,1.4639778943439483,3.178654777177405,1.7146768828334562,0.4719271433301665,0.2506989884895076,1.5055280207455567e-05
2016-02-29 06:30:00,,0.0,0.0,0.0,0.0,0.0,0.0,
2016-02-29 06:45:00,,2.100827307733492,0.02693703532059705,0.6968527014392596,0.6699156661186628,0.0761978030125148,0.6429786307980659,6.702377685120538e-05
2016-02-29 07:00:00,,2.2375156993520293,0.4119798164061279,0.6486854674265362,0.23670565102040905,0.12088079819422802,-0.1752741653857187,6.601381111161633e-05
2016-02-29 07:15:00,,25.7328990228013,5.86319218241042,8.14332247557003,2.2801302931596097,0.48859934853420206,-3.58306188925081,6.504030798223318e-06
2016-02-29 07:30:00,,23.575129533678798,0.259067357512953,1.81347150259067,1.55440414507772,0.0,1.2953367875647699,7.376470198867842e-06
2016-02-29 07:45:00,,20.679667889554,4.94303919675613,6.9897663641629695,2.04672716740684,0.28963120293493,-2.89631202934929,8.834352699520979e-06
2016-02-29 08:00:00,,19.0184049079755,0.15337423312883403,6.74846625766871,6.59509202453988,0.766871165644172,6.4417177914110395,7.332991459584406e-06
2016-02-29 08:15:00,,6.5068181906807,1.5367067201699878,2.2830776858086903,0.7463709656387024,0.051112619200753655,-0.7903357545312844,2.1527015831907405e-05
2016-02-29 08:30:00,,7.8710020632952755,0.6792071060095468,1.4049109686696275,0.7257038626600827,0.5158310520066276,0.04649675665053539,2.2531771222269635e-05
2016-02-29 08:45:00,,6.001344569109081,1.1980259187821165,1.7253137426776115,0.5272878238954968,0.1683571841694505,-0.6707380948866198,2.3288225326908344e-05
2016-02-29 09:00:00,,12.48233032670476,1.5329075714489964,2.6081457802433814,1.075238208794385,1.3520834392637662,-0.4576693626546133,1.4829113774020007e-05
2016-02-29 09:15:00,,2.9943730892467,0.23986312505167676,0.7123916281095971,0.4725285030579204,0.1749744941788544,0.2326653780062439,6.095903852936507e-05
