date,tone,positive,negative,polarity,activ_den,self_den,fin_return,weight
2016-02-29 00:15:00,-0.136425648021828,1.09140518417462,1.22783083219645,2.31923601637108,20.3274215552524,0.136425648021828,,1.8201835591457917e-06
2016-02-29 00:30:00,-3.84615384615385,3.55029585798817,7.39644970414201,10.9467455621302,27.2189349112426,0.0,,0.0009344971893633472
2016-02-29 00:45:00,-1.1124186555003355,2.3268077991577734,3.439226454658111,5.76603425381589,23.0449897596712,2.003371487361937,,1.7790540854036817e-05
2016-02-29 01:00:00,-0.0846023688663284,1.86125211505922,1.94585448392555,3.80710659898477,18.2741116751269,0.592216582064298,,1.1019947210220925e-06
2016-02-29 01:15:00,-0.7127464418689997,2.3640599975308567,3.0768064393998578,5.440866436930715,22.41561434176329,0.6477272413535282,,2.494996304736819e-05
2016-02-29 01:30:00,,,,,,,,
2016-02-29 01:45:00,-2.2248772230036287,1.564216069933082,3.7890932929367107,5.353309362869792,20.57788877784661,0.01948573904566306,,0.0007128144706075383
2016-02-29 02:00:00,5.394159037223131,6.04829689528076,0.6541378580576283,6.702434753338388,20.72078134260107,0.8528784575124086,,8.138514343912795e-07
2016-02-29 02:15:00,1.04562737642586,2.56653992395437,1.52091254752852,4.08745247148289,30.893536121673,0.0,,1.2167459339608481e-05
2016-02-29 02:30:00,-2.0215271922312876,1.7137814320690472,3.735308624300336,5.449090056369376,21.865213371633285,0.3617843259889726,,1.1751567281479619e-07
2016-02-29 02:45:00,1.590624312758198,3.6059940308772522,2.015369718119055,5.621363748996307,25.675505141384292,0.8353644948251584,,4.1900663390126823e-05
2016-02-29 03:00:00,-0.843558282208589,2.64570552147239,3.48926380368098,6.13496932515337,21.7024539877301,0.306748466257669,,1.5688712942718753e-05
2016-02-29 03:15:00,,,,,,,,
2016-02-29 03:30:00,-0.316455696202532,2.42616033755274,2.74261603375527,5.16877637130802,25.6329113924051,0.0,,0.0016632440483847757
2016-02-29 03:45:00,6.13409415121255,6.27674750356633,0.14265335235378,6.41940085592011,18.9728958630528,0.713266761768902,,2.147602209583879e-05
2016-02-29 04:00:00,0.5956460118770577,3.411361067886,2.8157150560089397,6.227076123894948,22.018715310210997,0.4992973754627706,,0.0006678101537567704
2016-02-29 04:15:00,6.13409415121255,6.27674750356633,0.14265335235378,6.41940085592011,19.1155492154066,0.713266761768902,,2.147602209583879e-05
2016-02-29 04:30:00,-0.047438654714908046,1.8746396981641786,1.9220783528790926,3.7967180510432708,24.88949959051591,1.2153179855230571,,0.0004556226902753087
2016-02-29 04:45:00,-4.158113535774397,2.7812772652829576,6.939390801057356,9.720668066340286,22.959001800865423,0.8524642619871942,,3.37333265542807e-05
2016-02-29 05:00:00,0.2739360967389957,3.502617581740184,3.228681485001192,6.731299066741376,23.83641935070611,0.208302224680277,,0.0002426603495314236
2016-02-29 05:15:00,0.29158178888462155,3.457866209327587,3.166284420442969,6.624150629770556,23.662949124935658,0.2216816613816353,,0.0002523247615619907
2016-02-29 05:30:00,-0.8402972928908642,2.4693468829225935,3.309644175813454,5.778991058736048,23.358934855210386,2.2713989176204743,,1.1902606085544337e-05
2016-02-29 05:45:00,0.016632351958756453,2.673352139332212,2.6567197873734525,5.330071926705665,24.515415937852733,1.2209815733007403,,1.7901986941238453e-06
2016-02-29 06:00:00,-3.965631553902897,1.3295272735669483,5.295158827469856,6.624686101036804,23.70184610660078,0.736365185536612,,7.570513496653961e-05
2016-02-29 06:15:00,0.6843247653018719,3.5359373482229257,2.851612582921054,6.38754993114398,22.979593379111666,1.0305067117871205,,3.639256707295037e-05
2016-02-29 06:30:00,,,,,,,,
2016-02-29 06:45:00,6.178843689866982,6.32853565811592,0.14969196824894127,6.478227626364857,18.564793219523114,0.7272196835700079,,0.00017248498017173822
2016-02-29 07:00:00,-0.2616938809233107,1.1924544289350563,1.4541483098583712,2.646602738793427,25.35280077865767,1.4071735993081484,,4.465667788356759e-05
2016-02-29 07:15:00,-3.58306188925081,2.28013029315961,5.86319218241042,8.14332247557003,25.7328990228013,0.488599348534202,,7.920950266357721e-07
2016-02-29 07:30:00,1.29533678756477,1.55440414507772,0.259067357512953,1.81347150259067,23.5751295336788,0.0,,2.605673982823601e-06
2016-02-29 07:45:00,-2.89631202934929,2.04672716740684,4.94303919675613,6.98976636416297,20.679667889554,0.28963120293493,,0.0029831662634555852
2016-02-29 08:00:00,6.44171779141104,6.59509202453988,0.153374233128834,6.74846625766871,19.0184049079755,0.766871165644172,,9.91536610427929e-06
2016-02-29 08:15:00,-2.315310964006642,2.236121743015101,4.551432707021745,6.787554450036847,19.23852564249132,0.13818943750699533,,1.6717778560145884e-05
2016-02-29 08:30:00,0.3125577897748412,1.8547930284875793,1.5422352387127365,3.3970282672003087,22.96971199818166,1.629649208473146,,2.6454268218710796e-05
2016-02-29 08:45:00,-2.9413516342598394,1.7601099313783437,4.7014615656381835,6.46157149701652,21.842549787241992,0.7251902211357745,,6.737631308503807e-05
2016-02-29 09:00:00,-0.9231539595388685,2.3683685458391146,3.291522505377978,5.659891051217093,25.785684988512664,3.2191228557024183,,1.1827022819007875e-05
2016-02-29 09:15:00,3.9209980709736776,5.200039943833374,1.2790418728596948,6.479081816693066,24.279047460915123,1.7854327726907053,,0.0010343972190442483
2016-02-29 09:30:00,-1.7922362187651113,1.874164786327249,3.6664010050923586,5.540565791419607,22.091223761259496,0.7118167329818699,,0.0061864887146235795
2016-02-29 09:45:00,-4.90196078431373,1.96078431372549,6.86274509803922,8.82352941176471,22.0588235294118,0.0,1.792847503882449e-05,2.8200693331640516e-06
