activ_den,date,fin_return,negative,polarity,positive,self_den,tone
20.3274215552524,2016-02-29 00:15:00,,1.22783083219645,2.31923601637108,1.09140518417462,0.136425648021828,-0.136425648021828
27.2189349112426,2016-02-29 00:30:00,,7.39644970414201,10.9467455621302,3.55029585798817,0.0,-3.84615384615385
23.0449897596712,2016-02-29 00:45:00,,3.43922645465811,5.7660342538158895,2.3268077991577734,2.0033714873619366,-1.1124186555003355
18.2741116751269,2016-02-29 01:00:00,,1.94585448392555,3.80710659898477,1.86125211505922,0.592216582064298,-0.0846023688663284
22.50561394118332,2016-02-29 01:15:00,,2.084993550368606,4.500589085220538,2.4155955348519296,0.7654832409759946,0.3306019844833246
0.0,2016-02-29 01:30:00,,0.0,0.0,0.0,0.0,0.0
21.848897799945398,2016-02-29 01:45:00,,2.1279183469578413,4.490245992275352,2.3623276453175124,1.0527497086478987,0.23440929835967272
21.7713004484305,2016-02-29 02:00:00,,1.3705384811695651,6.04360348536221,4.673065004192645,0.9109883699733855,3.302526523023079
30.893536121673,2016-02-29 02:15:00,,1.52091254752852,4.08745247148289,2.56653992395437,0.0,1.04562737642586
21.7864433599884,2016-02-29 02:30:00,,2.88077090329283,4.666549899741501,1.785778996448675,0.2358490566037735,-1.0949919068441512
23.249511953831867,2016-02-29 02:45:00,,2.017635493439337,5.462844675956873,3.445209182517537,0.6259367591441594,1.4275736890782003
21.7024539877301,2016-02-29 03:00:00,,3.48926380368098,6.13496932515337,2.64570552147239,0.306748466257669,-0.843558282208589
0.0,2016-02-29 03:15:00,,0.0,0.0,0.0,0.0,0.0
25.6329113924051,2016-02-29 03:30:00,,2.74261603375527,5.16877637130802,2.42616033755274,0.0,-0.316455696202532
18.9728958630528,2016-02-29 03:45:00,,0.14265335235378,6.41940085592011,6.27674750356633,0.713266761768902,6.13409415121255
21.121369208409547,2016-02-29 04:00:00,,2.045496304137052,6.33094214851159,4.28544584437454,0.6527429497794403,2.2399495402374865
19.1155492154066,2016-02-29 04:15:00,,0.14265335235378,6.41940085592011,6.27674750356633,0.713266761768902,6.13409415121255
23.6117007372515,2016-02-29 04:30:00,,2.4044215286830135,5.26595371369105,2.8615321850080364,1.48289882328668,0.4571106563250265
22.827772496580202,2016-02-29 04:45:00,,5.55133616153287,8.07324246706019,2.52190630552734,0.842617623027097,-3.0294298560055273
25.07128900511255,2016-02-29 05:00:00,,3.43219280719281,6.8947963800904954,3.46260357289769,0.905161015455133,0.03041076570488302
20.997646473398035,2016-02-29 05:15:00,,2.195311542305303,4.947314455255463,2.7520029129501604,0.4676225173956314,0.556691370644858
23.363255336085768,2016-02-29 05:30:00,,3.6314178036842466,6.257789145697687,2.6263713420134365,1.844418408792319,-1.0050464616708126
24.31406261193495,2016-02-29 05:45:00,,2.5646536284834154,5.447859206724456,2.88320557824104,1.2168971034219251,0.3185519497576225
20.975077341622303,2016-02-29 06:00:00,,3.354861536356545,5.84718193611966,2.492320399763115,0.7329648020595896,-0.862541136593425
22.82491120439135,2016-02-29 06:15:00,,2.92884242815628,6.35695834678721,3.42811591863093,0.9428479173393595,0.4992734904746505
0.0,2016-02-29 06:30:00,,0.0,0.0,0.0,0.0,0.0
18.958367376753365,2016-02-29 06:45:00,,0.25621561301741774,6.2409784180035714,5.984762804986157,0.6796219080753753,5.728547191968741
22.317870376600258,2016-02-29 07:00:00,,4.171082358229451,6.560736930632578,2.389654572403131,1.2049916439407826,-1.7814277858263192
25.7328990228013,2016-02-29 07:15:00,,5.86319218241042,8.14332247557003,2.28013029315961,0.488599348534202,-3.58306188925081
23.5751295336788,2016-02-29 07:30:00,,0.259067357512953,1.81347150259067,1.55440414507772,0.0,1.29533678756477
20.679667889554,2016-02-29 07:45:00,,4.94303919675613,6.98976636416297,2.04672716740684,0.28963120293493,-2.89631202934929
19.0184049079755,2016-02-29 08:00:00,,0.153374233128834,6.74846625766871,6.59509202453988,0.766871165644172,6.44171779141104
19.732747574592732,2016-02-29 08:15:00,,4.654311920940214,6.8956771622459065,2.2413652413056933,0.16474464579901166,-2.412946679634517
23.640336676295366,2016-02-29 08:30:00,,2.0568643209973385,4.247108518260849,2.1902441972635165,1.544738925832443,0.1333798762661764
24.318706082740675,2016-02-29 08:45:00,,4.470286583893148,6.879997696476632,2.4097111125834876,0.880267250920155,-2.0605754713096602
24.9625247043848,2016-02-29 09:00:00,,3.06522795028975,5.21513750711821,2.14990955682846,2.702827186547415,-0.9153183934612935
23.944903548279225,2016-02-29 09:15:00,,1.925751516608388,5.662494917746152,3.7367434011377636,1.388996710520054,1.8109918845293769
23.168276645177375,2016-02-29 09:30:00,,2.6255793031565493,5.617974516964052,2.992395213807503,1.0804003418418209,0.3668159106509514
22.0588235294118,2016-02-29 09:45:00,1.792847503882449e-05,6.86274509803922,8.82352941176471,1.96078431372549,0.0,-4.90196078431373
23.3583381490302,2016-02-29 10:00:00,0.00023401956235015567,3.04812138746054,5.9310367673852795,2.8829153799247402,1.46568954030646,-0.165206007535799
21.96751060286785,2016-02-29 10:15:00,-0.00019239226092767042,1.9196512191558242,5.2928581017506495,3.3732068825948276,1.0732290705161711,1.4535556634390008
24.361722267374525,2016-02-29 10:30:00,0.0004551287050915535,1.9233066304832434,4.094013423042517,2.17070679255927,2.548019742530595,0.24740016207602877
24.00743111207863,2016-02-29 10:45:00,0.0005554318350234219,1.4140495596017832,3.734969416567703,2.32091985696592,1.7766404365986002,0.906870297364137
